Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party
Ron Wyden,WydenPress,2011-02-10T00:00:00Z,250188760,male,United States of America,1949-05-03T00:00:00Z,71,wydenpress,Democratic Party
Ron Wyden,RonWyden,2011-05-03T00:00:00Z,292495654,male,United States of America,1949-05-03T00:00:00Z,71,wydenpress,Democratic Party
Ron Wyden,WydenPress,2011-05-03T00:00:00Z,292495654,male,United States of America,1949-05-03T00:00:00Z,71,wydenpress,Democratic Party
Ronald Mariano,RonMariano,,,male,United States of America,1946-10-31T00:00:00Z,74,,Democratic Party
Ronna Romney McDaniel,GOPChairwoman,2014-02-20T00:00:00Z,2353605901,female,United States of America,1973-01-19T00:00:00Z,47,,Republican Party
Ronny Jackson,RonnyJackson4TX,,,male,United States of America,1967-05-04T00:00:00Z,53,,Republican Party
Rory Lancman,RoryLancman,2009-03-29T00:00:00Z,27487492,male,United States of America,1969-03-01T00:00:00Z,51,,Democratic Party
Rosa Clemente,rosaclemente,2009-11-11T00:00:00Z,89207192,female,United States of America,1972-04-18T00:00:00Z,48,,Green Party of the United States
Rosa DeLauro,Rosa_DeLauro,2010-05-05T00:00:00Z,140519774,female,United States of America,1943-03-02T00:00:00Z,77,,Democratic Party
Rosa DeLauro,RosaDeLauro,2010-05-05T00:00:00Z,140519774,female,United States of America,1943-03-02T00:00:00Z,77,,Democratic Party
Rosa DeLauro,Rosa_DeLauro,2012-10-20T00:00:00Z,893496121,female,United States of America,1943-03-02T00:00:00Z,77,,Democratic Party
Rosa DeLauro,RosaDeLauro,2012-10-20T00:00:00Z,893496121,female,United States of America,1943-03-02T00:00:00Z,77,,Democratic Party
Rosario Marin,rosariomarin1,2011-06-02T00:00:00Z,309756676,female,Mexico,1958-08-04T00:00:00Z,62,,Republican Party
Roseanne Barr,TheRealRoseanne,2011-03-28T00:00:00Z,273542042,female,United States of America,1952-11-03T00:00:00Z,68,officialroseannebarr,Peace and Freedom Party
Roseanne Barr,TheRealRoseanne,2011-03-28T00:00:00Z,273542042,female,United States of America,1952-11-03T00:00:00Z,68,officialroseannebarr,Green Party of the United States
Roseanne Barr,TheRealRoseanne,2011-03-28T00:00:00Z,273542042,female,United States of America,1952-11-03T00:00:00Z,68,officialroseannebarr,Republican Party
Roslyn Tyler,DelRozTyler,2017-01-18T00:00:00Z,8.2182E+17,female,United States of America,1961-07-18T00:00:00Z,59,,Democratic Party
Ross Spano,RossSpano,2012-06-11T00:00:00Z,605615715,male,United States of America,1966-07-16T00:00:00Z,54,,Republican Party
Roxann Robinson,DelRRobinson,2014-04-07T00:00:00Z,2432237755,female,United States of America,1956-01-11T00:00:00Z,64,,Republican Party
Roy Blunt,RoyBlunt,2011-10-12T00:00:00Z,389554914,male,United States of America,1950-01-10T00:00:00Z,70,royblunt,Republican Party
Roy Blunt,RoyBluntMO,2011-10-12T00:00:00Z,389554914,male,United States of America,1950-01-10T00:00:00Z,70,royblunt,Republican Party
Roy Blunt,RoyBlunt,2009-02-18T00:00:00Z,21269970,male,United States of America,1950-01-10T00:00:00Z,70,royblunt,Republican Party
Roy Blunt,RoyBluntMO,2009-02-18T00:00:00Z,21269970,male,United States of America,1950-01-10T00:00:00Z,70,royblunt,Republican Party
Roy Cooper,RoyCooperNC,2013-08-30T00:00:00Z,1712960918,male,United States of America,1957-06-13T00:00:00Z,63,,Democratic Party
Roy Moore,MooreSenate,,t2094652558,male,United States of America,1947-02-11T00:00:00Z,73,,Republican Party
Royce West,SenRoyceWest,,,male,United States of America,1952-09-26T00:00:00Z,68,roycewesttx,Democratic Party
Ruben Gallego,RepRubenGallego,2015-01-07T00:00:00Z,2966570782,male,United States of America,1979-11-20T00:00:00Z,40,reprubengallego,Democratic Party
Ruben Kihuen,RubenKihuen,2010-01-05T00:00:00Z,102178242,male,Mexico,1980-04-25T00:00:00Z,40,repkihuen,Democratic Party
Ruben Kihuen,RepKihuen,2017-01-03T00:00:00Z,8.16282E+17,male,Mexico,1980-04-25T00:00:00Z,40,repkihuen,Democratic Party
Ruben Kihuen,RubenKihuen,2017-01-03T00:00:00Z,8.16282E+17,male,Mexico,1980-04-25T00:00:00Z,40,repkihuen,Democratic Party
Ruben Kihuen,RepKihuen,2010-01-05T00:00:00Z,102178242,male,Mexico,1980-04-25T00:00:00Z,40,repkihuen,Democratic Party
"Rubén Díaz, Sr.",revrubendiaz,,,male,United States of America,1943-04-22T00:00:00Z,77,councilmanrevrubendiaz,Democratic Party
"Rubén Díaz, Sr.",revrubendiaz,,,male,Puerto Rico,1943-04-22T00:00:00Z,77,councilmanrevrubendiaz,Democratic Party
Rubén Hinojosa,USRepRHinojosa,2011-01-18T00:00:00Z,239905257,male,United States of America,1940-08-20T00:00:00Z,80,,Democratic Party
Rudy Giuliani,RudyGiuliani,2016-08-31T00:00:00Z,7.70782E+17,male,United States of America,1944-05-28T00:00:00Z,76,,Republican Party
Rushern Baker,RushernBaker,,,male,United States of America,1958-10-24T00:00:00Z,62,ctyexecbaker,Democratic Party
Russ Carnahan,russcarnahan,2008-09-09T00:00:00Z,16212113,male,United States of America,1958-07-10T00:00:00Z,62,,Democratic Party
Russ Feingold,russfeingold,2008-10-14T00:00:00Z,16742806,male,United States of America,1953-03-02T00:00:00Z,67,,Democratic Party
Russ Fulcher,RussFulcher,2010-07-30T00:00:00Z,172944579,male,United States of America,1963-03-09T00:00:00Z,57,,Republican Party
Russell Holmes,VoteRussell,,,male,United States of America,1969-08-17T00:00:00Z,51,,Democratic Party
Russell Weiner,rj910,2009-03-20T00:00:00Z,25578761,male,United States of America,1970-01-01T00:00:00Z,50,,Republican Party
Ryan Costello,RepRyanCostello,,t2071089889,male,United States of America,1976-09-07T00:00:00Z,44,repryancostello,Republican Party
Ryan Sitton,ryansitton,2011-09-26T00:00:00Z,380544346,male,United States of America,1975-01-01T00:00:00Z,45,ryansitton4tx,Republican Party
Ryan Torrens,RyanforFLAG,,,male,United States of America,1985-04-17T00:00:00Z,35,ryanforflag,Democratic Party
Ryan Zinke,RepRyanZinke,2014-12-31T00:00:00Z,2953494478,male,United States of America,1961-11-01T00:00:00Z,59,,Republican Party
Sally Jewell,sallyjewell,2017-01-17T00:00:00Z,8.21447E+17,female,United Kingdom,1956-02-21T00:00:00Z,64,,Democratic Party
Salud Carbajal,RepCarbajal,2017-01-02T00:00:00Z,8.16158E+17,male,Mexico,1964-11-18T00:00:00Z,55,repcarbajal,Democratic Party
Sam Brownback,IRF_Ambassador,2018-02-02T00:00:00Z,289099943,male,United States of America,1956-09-12T00:00:00Z,64,,Republican Party
Sam Farr,RepSamFarr,,,male,United States of America,1941-07-04T00:00:00Z,79,repsamfarr,Democratic Party
Sam Graves,RepSamGraves,2009-04-08T00:00:00Z,29766367,male,United States of America,1963-11-07T00:00:00Z,57,repsamgraves,Republican Party
Sam Johnson,SamsPressShop,2011-02-08T00:00:00Z,249288197,male,United States of America,1930-10-11T00:00:00Z,90,samjohnsontx03,Republican Party
Sam Kooiker,standwithsam,,,male,Japan,1974-03-09T00:00:00Z,46,,Republican Party
Sam Kooiker,standwithsam,2011-02-14T00:00:00Z,252112833,male,Japan,1974-03-09T00:00:00Z,46,,Republican Party
Sam Liccardo,sliccardo,2009-07-31T00:00:00Z,61822673,male,United States of America,1970-04-16T00:00:00Z,50,samliccardo,Democratic Party
Sam Rasoul,Sam_Rasoul,2008-05-01T00:00:00Z,14617155,male,United States of America,1981-06-30T00:00:00Z,39,,Democratic Party
Sammuel Sanes,SammuelSanes,2011-06-07T00:00:00Z,312738347,male,United States of America,1964-01-10T00:00:00Z,56,,Democratic Party of the Virgin Islands
Sander Levin,RepSandyLevin,2009-03-21T00:00:00Z,25781141,male,United States of America,1931-09-06T00:00:00Z,89,,Democratic Party
Sanford Bishop,SanfordBishop,2011-02-08T00:00:00Z,249410485,male,United States of America,1947-02-04T00:00:00Z,73,,Democratic Party
Sannie Overly,SannieO,2012-01-14T00:00:00Z,464247020,female,United States of America,1966-07-02T00:00:00Z,54,,Democratic Party
Sara Gideon,SaraGideon,2019-06-14T00:00:00Z,1.13961E+18,female,United States of America,1971-12-04T00:00:00Z,48,saragideonme,Democratic Party
Sarah Davis,SarahforHD134,,,female,United States of America,1976-05-18T00:00:00Z,44,,Republican Party
Sarah McBride,SarahEMcBride,2011-03-25T00:00:00Z,272191896,transgender female,United States of America,1990-08-09T00:00:00Z,30,sarahemcbride,Democratic Party
Sarah Palin,SarahPalinUSA,2009-08-13T00:00:00Z,65493023,female,United States of America,1964-02-11T00:00:00Z,56,,Republican Party
Sarah Peake,skpeake,,,female,United States of America,1957-10-04T00:00:00Z,63,,Democratic Party
Sarah Sanders,SHSanders45,2007-04-01T00:00:00Z,8.23694E+17,female,United States of America,1982-08-13T00:00:00Z,38,,Republican Party
Sarah Sanders,SHSanders45,2017-01-23T00:00:00Z,8.23694E+17,female,United States of America,1982-08-13T00:00:00Z,38,,Republican Party
Satya Rhodes-Conway,src2,2018-03-21T00:00:00Z,9.76269E+17,female,United States of America,1971-01-01T00:00:00Z,49,satyaformadison,Democratic Party
Satya Rhodes-Conway,satyaformadison,2018-03-21T00:00:00Z,9.76269E+17,female,United States of America,1971-01-01T00:00:00Z,49,satyaformadison,Democratic Party
Satya Rhodes-Conway,src2,2008-11-24T00:00:00Z,17586577,female,United States of America,1971-01-01T00:00:00Z,49,satyaformadison,Democratic Party
Satya Rhodes-Conway,satyaformadison,2008-11-24T00:00:00Z,17586577,female,United States of America,1971-01-01T00:00:00Z,49,satyaformadison,Democratic Party
Saxby Chambliss,SaxbyChambliss,2012-03-27T00:00:00Z,538185166,male,United States of America,1943-11-10T00:00:00Z,77,,Republican Party
Scott Brown,SenScottBrown,2009-03-26T00:00:00Z,26820275,male,United States of America,1959-09-12T00:00:00Z,61,,Republican Party
Scott DesJarlais,DesJarlaisTN04,2011-01-07T00:00:00Z,235312723,male,United States of America,1964-02-21T00:00:00Z,56,desjarlaistn04,Republican Party
Scott Garrett,RepGarrett,2012-11-20T00:00:00Z,960696949,male,United States of America,1959-07-09T00:00:00Z,61,repscottgarrett,Republican Party
Scott Gottlieb,ScottGottliebMD,2009-05-15T00:00:00Z,40156330,male,United States of America,1972-06-11T00:00:00Z,48,scottgottliebmd,Republican Party
Scott Holcomb,RepScottHolcomb,2010-12-24T00:00:00Z,230217212,male,United States of America,1972-11-02T00:00:00Z,48,,Democratic Party
Scott Newman,SenatorNewmanMN,2014-05-21T00:00:00Z,2512716446,male,United States of America,1947-01-14T00:00:00Z,73,,Republican Party
Scott Newman,SenatorNewmanMN,2014-05-21T00:00:00Z,2512716446,male,United States of America,1947-01-14T00:00:00Z,73,,Republican Party of Minnesota
Scott Perry,RepScottPerry,2009-01-08T00:00:00Z,18773159,male,United States of America,1962-05-27T00:00:00Z,58,repscottperry,Republican Party
Scott Peters,ScottPetersSD,2011-05-03T00:00:00Z,292594517,male,United States of America,1958-06-17T00:00:00Z,62,repscottpeters,Democratic Party
Scott Peters,RepScottPeters,2011-05-03T00:00:00Z,292594517,male,United States of America,1958-06-17T00:00:00Z,62,repscottpeters,Democratic Party
Scott Peters,ScottPetersSD,2013-01-30T00:00:00Z,1135486501,male,United States of America,1958-06-17T00:00:00Z,62,repscottpeters,Democratic Party
Scott Peters,RepScottPeters,2013-01-30T00:00:00Z,1135486501,male,United States of America,1958-06-17T00:00:00Z,62,repscottpeters,Democratic Party
Scott Pruitt,EPAScottPruitt,2017-02-01T00:00:00Z,,male,United States of America,1968-05-09T00:00:00Z,52,,Republican Party
Scott Pruitt,ScottPruittOK,2017-02-01T00:00:00Z,,male,United States of America,1968-05-09T00:00:00Z,52,,Republican Party
Scott Pruitt,EPAScottPruitt,2010-03-01T00:00:00Z,119463881,male,United States of America,1968-05-09T00:00:00Z,52,,Republican Party
Scott Pruitt,ScottPruittOK,2010-03-01T00:00:00Z,119463881,male,United States of America,1968-05-09T00:00:00Z,52,,Republican Party
Scott Pruitt,EPAScottPruitt,2010-03-03T00:00:00Z,119463881,male,United States of America,1968-05-09T00:00:00Z,52,,Republican Party
Scott Pruitt,ScottPruittOK,2010-03-03T00:00:00Z,119463881,male,United States of America,1968-05-09T00:00:00Z,52,,Republican Party
Scott Rigell,RepScottRigell,2010-12-01T00:00:00Z,221793778,male,United States of America,1960-05-28T00:00:00Z,60,,Republican Party
Scott Taylor,RepScottTaylor,,,male,United States of America,1979-06-27T00:00:00Z,41,scotttaylorva,Republican Party
Scott Tipton,RepTipton,2011-01-25T00:00:00Z,242873057,male,United States of America,1956-11-09T00:00:00Z,64,repscotttipton,Republican Party
Scott Wagner,SenScottWagner,2014-04-16T00:00:00Z,2447912858,male,United States of America,1955-09-21T00:00:00Z,65,wagnerforgovernor,Republican Party
Scott Walker,ScottWalker,2009-04-21T00:00:00Z,33750798,male,United States of America,1967-11-02T00:00:00Z,53,scottwalker,Republican Party
Scott Wiener,Scott_Wiener,2009-03-26T00:00:00Z,26703365,male,United States of America,1970-05-11T00:00:00Z,50,scott_wiener,Democratic Party
Sean Duffy,RepSeanDuffy,,,male,United States of America,1971-10-03T00:00:00Z,49,repseanduffy,Republican Party
Sean Hannity,SeanHannity,2009-05-21T00:00:00Z,41634520,male,United States of America,1961-12-30T00:00:00Z,58,seanhannity,Conservative Party of New York State
Sean Hannity,seanhannity,2009-05-21T00:00:00Z,41634520,male,United States of America,1961-12-30T00:00:00Z,58,seanhannity,Conservative Party of New York State
Sean Hannity,SeanHannity,,,male,United States of America,1961-12-30T00:00:00Z,58,seanhannity,Conservative Party of New York State
Sean Hannity,seanhannity,,,male,United States of America,1961-12-30T00:00:00Z,58,seanhannity,Conservative Party of New York State
Sean Parnell,seanparnellak,2009-07-06T00:00:00Z,54359015,male,United States of America,1962-11-19T00:00:00Z,57,,Republican Party
Sean Patrick Maloney,RepSeanMaloney,2013-01-09T00:00:00Z,1072467470,male,Canada,1966-07-30T00:00:00Z,54,repseanpatrickmaloney,Democratic Party
Sean Penn,SeanPenn,,,male,United States of America,1960-08-17T00:00:00Z,60,,Democratic Party
Sean Spicer,seanspicer,2009-02-13T00:00:00Z,20776147,male,United States of America,1971-09-23T00:00:00Z,49,seanmspicer,Republican Party
Sean Spicer,PressSec,2009-02-13T00:00:00Z,20776147,male,United States of America,1971-09-23T00:00:00Z,49,seanmspicer,Republican Party
Sean Spicer,seanspicer,2017-01-10T00:00:00Z,8.18927E+17,male,United States of America,1971-09-23T00:00:00Z,49,seanmspicer,Republican Party
Sean Spicer,PressSec,2017-01-10T00:00:00Z,8.18927E+17,male,United States of America,1971-09-23T00:00:00Z,49,seanmspicer,Republican Party
Seth Moulton,sethmoulton,2011-02-06T00:00:00Z,248495200,male,United States of America,1978-10-24T00:00:00Z,42,repmoulton,Democratic Party
Seth Moulton,teammoulton,2011-02-06T00:00:00Z,248495200,male,United States of America,1978-10-24T00:00:00Z,42,repmoulton,Democratic Party
Seth Moulton,sethmoulton,2015-03-13T00:00:00Z,3091316093,male,United States of America,1978-10-24T00:00:00Z,42,repmoulton,Democratic Party
Seth Moulton,teammoulton,2015-03-13T00:00:00Z,3091316093,male,United States of America,1978-10-24T00:00:00Z,42,repmoulton,Democratic Party
Sharice Davids,sharicedavids,2018-01-10T00:00:00Z,9.50953E+17,female,Germany,1980-05-22T00:00:00Z,40,,Democratic Party
Sharon Quirk-Silva,QuirkSilva65th,,,female,United States of America,1962-09-17T00:00:00Z,58,quirksilva65th,California Democratic Party
Sharon Weston Broome,MayorBroome,2009-05-23T00:00:00Z,42070045,female,United States of America,1956-10-01T00:00:00Z,64,mayorbroome,Democratic Party
Shaun Donovan,ShaunOMB,2013-11-21T00:00:00Z,2207588833,male,United States of America,1966-01-24T00:00:00Z,54,,Democratic Party
Sheila Harrington,RepHarrington,,,female,United States of America,,,,Republican Party
Sheila Jackson Lee,JacksonLeeTX18,2009-10-07T00:00:00Z,80612021,female,United States of America,1950-01-12T00:00:00Z,70,repjacksonlee,Democratic Party
Sheldon Whitehouse,SenWhitehouse,,242555999,male,United States of America,1955-10-20T00:00:00Z,65,senwhitehouse,Democratic Party
Sheldon Whitehouse,SenWhitehouse,2011-01-25T00:00:00Z,242555999,male,United States of America,1955-10-20T00:00:00Z,65,senwhitehouse,Democratic Party
Shelley Moore Capito,SenCapito,2010-09-22T00:00:00Z,193794406,female,United States of America,1953-11-26T00:00:00Z,66,sencapito,Republican Party
Sherrod Brown,SenSherrodBrown,2009-06-01T00:00:00Z,43910797,male,United States of America,1952-11-09T00:00:00Z,68,sensherrodbrown,Democratic Party
Sid Miller,millerfortexas,2013-10-17T00:00:00Z,1967084534,male,United States of America,1955-09-06T00:00:00Z,65,txsidmiller,Republican Party
Sidney A. Katz,MC_Council_Katz,2014-11-18T00:00:00Z,2882964016,male,United States of America,1950-03-24T00:00:00Z,70,,Democratic Party
"Solomon Yue, Jr.",SolomonYue,2013-04-09T00:00:00Z,1339488762,male,People's Republic of China,1959-05-07T00:00:00Z,61,,Republican Party
Sonia Chang-Díaz,SoniaChangDiaz,2010-09-28T00:00:00Z,196299243,female,United States of America,1978-03-31T00:00:00Z,42,,Democratic Party
Sonny Perdue,SecretarySonny,2017-03-15T00:00:00Z,8.42072E+17,male,United States of America,1946-12-20T00:00:00Z,73,,Republican Party
Sonny Perdue,SecretarySonny,2017-03-15T00:00:00Z,8.42072E+17,male,United States of America,1946-12-20T00:00:00Z,73,,Democratic Party
Spencer Abraham,spencerabraham,2010-07-02T00:00:00Z,162106899,male,United States of America,1952-06-12T00:00:00Z,68,,Republican Party
Spencer Cox,SpencerJCox,2009-08-28T00:00:00Z,69663100,male,United States of America,1975-07-11T00:00:00Z,45,,Republican Party
Sri Preston Kulkarni,SriPKulkarni,2011-05-30T00:00:00Z,307808408,male,United States of America,1978-10-08T00:00:00Z,42,,Democratic Party
Sri Preston Kulkarni,SriPKulkarni,2011-05-30T00:00:00Z,307808408,male,,1978-10-08T00:00:00Z,42,,Democratic Party
Stacey Abrams,staceyabrams,2010-11-15T00:00:00Z,216065430,female,United States of America,1973-12-09T00:00:00Z,46,staceyabrams,Democratic Party
Stacey Evans,EvansforGeorgia,2017-03-23T00:00:00Z,8.45091E+17,female,United States of America,1978-05-05T00:00:00Z,42,,Democratic Party
Stacey Plaskett,staceyplaskett,2012-05-02T00:00:00Z,569344237,female,United States of America,1966-05-13T00:00:00Z,54,stacey_plaskett,Democratic Party
Stacey Plaskett,Plaskett_2012,2012-05-02T00:00:00Z,569344237,female,United States of America,1966-05-13T00:00:00Z,54,stacey_plaskett,Democratic Party
Stacey Plaskett,staceyplaskett,2014-08-11T00:00:00Z,2724095695,female,United States of America,1966-05-13T00:00:00Z,54,stacey_plaskett,Democratic Party
Stacey Plaskett,Plaskett_2012,2014-08-11T00:00:00Z,2724095695,female,United States of America,1966-05-13T00:00:00Z,54,stacey_plaskett,Democratic Party
Stacy Ritter,stacyritter,2009-12-27T00:00:00Z,99811678,female,United States of America,1960-06-08T00:00:00Z,60,,Democratic Party
Stan Rosenberg,SenStan,2013-03-26T00:00:00Z,1304930094,male,United States of America,1949-11-12T00:00:00Z,71,,Democratic Party
Stanley H. Humphries,kystanhumphries,,,male,United States of America,1969-08-02T00:00:00Z,51,,Republican Party
Steny Hoyer,whiphoyer,,,male,United States of America,1939-06-14T00:00:00Z,81,repstenyhoyer,Democratic Party
Stephanie Bice,stephaniebice,,,female,United States of America,1973-11-11T00:00:00Z,47,stephaniebice,Republican Party
Stephanie Chang,stephanielily,2008-10-15T00:00:00Z,16785950,female,United States of America,,,,Democratic Party
Stephanie Murphy,RepStephMurphy,2016-11-08T00:00:00Z,7.96184E+17,female,Vietnam,1978-09-16T00:00:00Z,42,repstephmurphy,Democratic Party
Stephanie Rawlings-Blake,mayorsrb,2010-01-28T00:00:00Z,109328493,female,United States of America,1970-03-17T00:00:00Z,50,stephanierawlingsblake,Democratic Party
Stephen F. Lynch,RepStephenLynch,2011-06-03T00:00:00Z,310310133,male,United States of America,1955-03-31T00:00:00Z,65,repstephenlynch,Democratic Party
Stephen Fincher,RepFincherTN08,2011-02-08T00:00:00Z,249219716,male,United States of America,1973-02-07T00:00:00Z,47,repfinchertn08,Republican Party
Stephen K. Benjamin,SteveBenjaminSC,2009-01-31T00:00:00Z,19842742,male,United States of America,1969-12-01T00:00:00Z,50,stevebenjaminsc,Democratic Party
Stephen L. Meredith,slmeredithky1,,,male,United States of America,,,,Republican Party
Stephen M. Sweeney,NJSenatePres,2012-10-31T00:00:00Z,916935650,male,United States of America,1959-06-11T00:00:00Z,61,njsenatepres,Democratic Party
Steve Adubato,SteveAdubato,2009-05-26T00:00:00Z,42641622,male,United States of America,1957-10-07T00:00:00Z,63,,Democratic Party
Steve Bannon,StephenBannon,2010-02-15T00:00:00Z,114547606,male,United States of America,1953-11-27T00:00:00Z,66,,Republican Party
Steve Bullock,governorbullock,2010-02-05T00:00:00Z,111721601,male,United States of America,1966-04-11T00:00:00Z,54,governorbullock,Democratic Party
Steve Chabot,RepSteveChabot,2011-01-13T00:00:00Z,237750442,male,United States of America,1953-01-22T00:00:00Z,67,repstevechabot,Republican Party
Steve Cohen,RepCohen,2010-07-02T00:00:00Z,162069635,male,United States of America,1949-05-24T00:00:00Z,71,,Democratic Party
Steve Daines,SteveDaines,2007-12-29T00:00:00Z,11651202,male,United States of America,1962-08-20T00:00:00Z,58,stevedaines,Republican Party
Steve Forbes,SteveForbesCEO,,,male,United States of America,1947-07-18T00:00:00Z,73,,Republican Party
Steve Gallardo,Steve_Gallardo,2011-05-26T00:00:00Z,305946514,male,United States of America,1968-10-25T00:00:00Z,52,,Democratic Party
Steve Gaynor,realSteveGaynor,2017-10-11T00:00:00Z,9.17991E+17,male,United States of America,,,,Republican Party
Steve Israel,repsteveisrael,2009-02-03T00:00:00Z,20002401,male,United States of America,1958-05-30T00:00:00Z,62,,Democratic Party
Steve King,SteveKingIA,2009-06-17T00:00:00Z,48117116,male,United States of America,1949-05-28T00:00:00Z,71,stevekingia,Republican Party
Steve Knight,SteveKnight25,2015-01-12T00:00:00Z,2974648323,male,United States of America,1966-12-17T00:00:00Z,53,repsteveknight,Republican Party
Steve Landes,Steve_Landes,2014-12-29T00:00:00Z,2949567827,male,United States of America,1959-11-15T00:00:00Z,61,,Republican Party
Steve Pearce,Pearce4NM,,,male,United States of America,1947-08-24T00:00:00Z,73,,Republican Party
Steve Pearce,Pearce4NM,,,male,United States of America,1947-08-24T00:00:00Z,73,,Republican Party
Steve Russell,RepRussell,2015-01-07T00:00:00Z,2966758114,male,United States of America,1963-05-25T00:00:00Z,57,,Republican Party
Steve Scalise,stevescalise,2013-02-22T00:00:00Z,1209417007,male,United States of America,1965-10-06T00:00:00Z,55,stevescalise,Republican Party
Steve Schmidt,SteveSchmidtSES,2016-10-12T00:00:00Z,7.8631E+17,male,United States of America,1970-09-28T00:00:00Z,50,,Republican Party
Steve Sisolak,SteveSisolak,2015-04-01T00:00:00Z,3124524385,male,United States of America,1953-12-26T00:00:00Z,66,,Democratic Party
Steve Stivers,RepSteveStivers,2010-11-03T00:00:00Z,211420609,male,United States of America,1965-03-24T00:00:00Z,55,repstevestivers,Republican Party
Steve Stivers,RepSteveStivers,2010-11-03T00:00:00Z,211420609,male,United States of America,1965-03-24T00:00:00Z,55,repstevestivers,Republican Party
Steve Toth,Toth_4_Texas,,,male,United States of America,1960-11-29T00:00:00Z,59,,Republican Party
Steve Watkins,Steve4Kansas,,,male,United States of America,1976-09-18T00:00:00Z,44,,Republican Party
Steve Watkins,Rep_Watkins,,,male,United States of America,1976-09-18T00:00:00Z,44,,Republican Party
Steve Watkins,Steve4Kansas,,,male,United States of America,1976-09-18T00:00:00Z,44,,Republican Party
Steve Watkins,Rep_Watkins,,,male,United States of America,1976-09-18T00:00:00Z,44,,Republican Party
Steve Womack,Rep_SteveWomack,2011-01-05T00:00:00Z,234469322,male,United States of America,1957-02-18T00:00:00Z,63,,Republican Party
Steven Fulop,StevenFulop,2009-02-27T00:00:00Z,22160119,male,United States of America,1977-02-28T00:00:00Z,43,stevenfulopjc,Democratic Party
Steven Horsford,RepHorsford,2011-10-12T00:00:00Z,389840566,male,United States of America,1973-04-29T00:00:00Z,47,,Democratic Party
Steven Horsford,StevenHorsford,2011-10-12T00:00:00Z,389840566,male,United States of America,1973-04-29T00:00:00Z,47,,Democratic Party
Steven Horsford,RepHorsford,2011-02-02T00:00:00Z,246478393,male,United States of America,1973-04-29T00:00:00Z,47,,Democratic Party
Steven Horsford,StevenHorsford,2011-02-02T00:00:00Z,246478393,male,United States of America,1973-04-29T00:00:00Z,47,,Democratic Party
Steven Matteo,StevenMatteo,2011-08-26T00:00:00Z,362768344,male,United States of America,1977-02-18T00:00:00Z,43,,Republican Party
Steven Mnuchin,stevenmnuchin1,2016-11-18T00:00:00Z,7.99764E+17,male,United States of America,1962-12-21T00:00:00Z,57,,Republican Party
Steven Palazzo,CongPalazzo,2011-05-16T00:00:00Z,299883942,male,United States of America,1970-02-21T00:00:00Z,50,congressmanpalazzo,Republican Party
Susan Brooks,SusanWBrooks,2013-01-09T00:00:00Z,1074101017,female,United States of America,1960-08-25T00:00:00Z,60,susanwbrooks,Republican Party
Susan Bysiewicz,LGSusanB,2019-01-07T00:00:00Z,1.08233E+18,female,United States of America,1961-09-29T00:00:00Z,59,lgsusanb,Democratic Party
Susan Bysiewicz,SusanForCT,2019-01-07T00:00:00Z,1.08233E+18,female,United States of America,1961-09-29T00:00:00Z,59,lgsusanb,Democratic Party
Susan Bysiewicz,LGSusanB,2009-02-18T00:00:00Z,21163166,female,United States of America,1961-09-29T00:00:00Z,59,lgsusanb,Democratic Party
Susan Bysiewicz,SusanForCT,2009-02-18T00:00:00Z,21163166,female,United States of America,1961-09-29T00:00:00Z,59,lgsusanb,Democratic Party
Susan Bysiewicz,LGSusanB,2019-01-07T00:00:00Z,1.08233E+18,female,United States of America,1961-09-29T00:00:00Z,59,susanbysiewicz,Democratic Party
Susan Bysiewicz,SusanForCT,2019-01-07T00:00:00Z,1.08233E+18,female,United States of America,1961-09-29T00:00:00Z,59,susanbysiewicz,Democratic Party
Susan Bysiewicz,LGSusanB,2009-02-18T00:00:00Z,21163166,female,United States of America,1961-09-29T00:00:00Z,59,susanbysiewicz,Democratic Party
Susan Bysiewicz,SusanForCT,2009-02-18T00:00:00Z,21163166,female,United States of America,1961-09-29T00:00:00Z,59,susanbysiewicz,Democratic Party
Susan Collins,senatorcollins,2009-01-29T00:00:00Z,19726613,female,United States of America,1952-12-07T00:00:00Z,67,sensusancollins,Republican Party
Susan Davis,repsusandavis,2011-12-09T00:00:00Z,432771620,female,United States of America,1944-04-13T00:00:00Z,76,repsusandavis,Democratic Party
Susan Eggman,AsmSusanEggman,,,female,United States of America,1961-03-03T00:00:00Z,59,eggmanforsenate,California Democratic Party
Susan Eggman,SusanEggman,,,female,United States of America,1961-03-03T00:00:00Z,59,eggmanforsenate,California Democratic Party
Susan Eggman,AsmSusanEggman,,,female,United States of America,1961-03-03T00:00:00Z,59,eggmanforsenate,California Democratic Party
Susan Eggman,SusanEggman,,,female,United States of America,1961-03-03T00:00:00Z,59,eggmanforsenate,California Democratic Party
Susan Rice,AmbassadorRice,2017-01-14T00:00:00Z,8.20379E+17,female,United States of America,1964-11-17T00:00:00Z,56,ambsusanrice,Democratic Party
Susan Wild,RepSusanWild,2018-12-03T00:00:00Z,1.06964E+18,female,Germany,1957-06-07T00:00:00Z,63,repsusanwild,Democratic Party
Susana Martinez,Gov_Martinez,2009-07-18T00:00:00Z,57963724,female,United States of America,1959-07-14T00:00:00Z,61,,Republican Party
